songID,title,artist,repertoire,role,split,year,sourcePath,procPath,durationSec,sha256
97,"Lalim (Official Lyric Video with Chords)","MATEO",opm,db,test,0,"opm/063 - MATEO - Lalim (Official Lyric Video with Chords).wav",mono8k/song_0097.wav,199.900625,14444c7652f19661404b993126bc66a42c4c36f5bfd6506ab9a30b51330fbebc
98,"Hirap Kalimutan (Official Lyric Video)","Jan Roberts",opm,db,dev,0,"opm/065 - Jan Roberts - Hirap Kalimutan (Official Lyric Video).wav",mono8k/song_0098.wav,185.81775,82927be592a0d7f6713aaf5f8b623bb527075d290ad9f90a830f2f2f63276d0c
99,"Misteryoso  (Official Lyric Video)","Cup of Joe",opm,db,test,0,"opm/066 - Cup of Joe - Misteryoso  (Official Lyric Video).wav",mono8k/song_0099.wav,237.377625,49347979c661464a0a765e54d5bc794bc89b6ea79ca0d1a254b2e12f3a1dbe30
100,"Through the Years (From ＂Lolo and the Kid＂) Official Audio","juan karlos",opm,db,dev,0,"opm/067 - juan karlos - Through the Years (From ＂Lolo and the Kid＂) Official Audio.wav",mono8k/song_0100.wav,241.417875,b3ec14656a7ce178b051c6691f83bec024a45fdd63eac4991ee907410b99da7e
101,"Sandal (Official Lyric Video)","James Reid",opm,db,test,0,"opm/071 - James Reid - Sandal (Official Lyric Video).wav",mono8k/song_0101.wav,226.46425,232b7da4f0b410f362f65743f49834fc3699af210f07c0823574e93369be30e9
102,"Yiee (Official Music Video and Lyric Visualizer)","Dilaw",opm,db,test,0,"opm/072 - Dilaw - Yiee (Official Music Video and Lyric Visualizer).wav",mono8k/song_0102.wav,233.8715,834918b0506a854b870b86909adeb52ddb2509f6bc09cbfb7f55c76c3cefb042
103,"Migraine (Lyrics)","Moonstar88",opm,db,test,0,"opm/074 - Moonstar88 - Migraine (Lyrics).wav",mono8k/song_0103.wav,279.684375,4f73c3adbbde43020d1c136875a8be9b3a440498792d2a89088d1f7aa153ed5d
104,"Karera (Lyrics)","BINI",opm,db,dev,0,"opm/076 - BINI - Karera (Lyrics).wav",mono8k/song_0104.wav,287.497875,456ab249e68102825a8b80fd02decccc6c808dfcb0a5c1ea6b53e7be6991c5cf
105,"Huling Sandali (Lyric Video)","December Avenue",opm,db,test,0,"opm/077 - December Avenue - Huling Sandali (Lyric Video).wav",mono8k/song_0105.wav,341.646875,336a1c5ff9f59c1e6fe9bc42bc953ab3c2be9d3fe2415f839265778b3f999c2f
106,"Sumugal feat. Unotheone, LK","Hev Abi",opm,db,test,0,"opm/078 - Hev Abi - Sumugal feat. Unotheone, LK.wav",mono8k/song_0106.wav,182.1025,6b3d858870d7fe7fc89a50ba12756f0289fc1a3c33d95d837ed57829c7207e46
107,"IMMA FLIRT ft. Lucky (Official Lyric Video)","Nateman",opm,db,test,0,"opm/082 - Nateman - IMMA FLIRT ft. Lucky (Official Lyric Video).wav",mono8k/song_0107.wav,198.867375,3b3d5d8db07be7537e312c277325092f8327b030b3845f670d0fed9bd0e2f904
108,"Gitara (Lyrics)","Parokya ni Edgar",opm,db,test,0,"opm/083 - Parokya ni Edgar - Gitara (Lyrics).wav",mono8k/song_0108.wav,243.809625,3be4f09de47cbb3877fb2b4719683ffb26565b2415f7c398d74fb45269a43bdb
109,"Alam Mo Ba Girl (Lyrics)","Hev Abi",opm,db,test,0,"opm/084 - Hev Abi - Alam Mo Ba Girl (Lyrics).wav",mono8k/song_0109.wav,222.017625,de2fcbfec9b47b14197b0cc1048bab9b7f5b402f1b4e6f5ea17d22bd5fa00c02
110,"ILY ft. Bugoy Na Koykoy (Lyric Video)","YB Neet",opm,db,test,0,"opm/085 - YB Neet - ILY ft. Bugoy Na Koykoy (Lyric Video).wav",mono8k/song_0110.wav,179.049125,a0210017096648b1d3bfa7cd90ed8844ca62d61ea2452b1b386bb70b5e9147e5
111,"Pa-Umaga (Lyrics)","Al James",opm,db,dev,0,"opm/086 - Al James - Pa-Umaga (Lyrics).wav",mono8k/song_0111.wav,189.09175,930d4d4a2bbeec7c94908e906344811b0bf9122fd3c7b47e5aceb8d0a6a83f7f
112,"‘First Luv’ Official Music Video","BINI",opm,db,test,0,"opm/087 - BINI - ‘First Luv’ Official Music Video.wav",mono8k/song_0112.wav,211.719625,ab773423212ead6e922d43d54881fb02147b3845f835a6cfd97527b259263155
113,"Oo (Lyrics)","Up Dharma Down",opm,db,test,0,"opm/091 - Up Dharma Down - Oo (Lyrics).wav",mono8k/song_0113.wav,247.373875,10b8be3cadd6b33c9659b61586b6430a04b30433620c78cd2506165df4036ffb
114,"Kisame (Lyrics)","rhodessa",opm,db,test,0,"opm/092 - rhodessa - Kisame (Lyrics).wav",mono8k/song_0114.wav,244.053375,f6757dfde1fadf55665e407865dc6d35aee6a83c6944bb69f8bfebac44f27dc9
115,"Kung Wala Ka (Lyrics)","Hale",opm,db,test,0,"opm/093 - Hale - Kung Wala Ka (Lyrics).wav",mono8k/song_0115.wav,239.676375,e6e270ed70dfbfc031485c1ad257fe774334e228666f613158040708420d31df
116,"Lifetime (Reimagined)","Ben&Ben",opm,db,test,0,"opm/095 - Ben&Ben - Lifetime (Reimagined).wav",mono8k/song_0116.wav,277.861625,a2567ca75fcd6a4e7409e090674f24eebce2311ce4cc52b521b76a9ecae50714
117,"DAM_ Music Video","SB19",opm,db,test,0,"opm/096 - SB19 - DAM_ Music Video.wav",mono8k/song_0117.wav,301.511125,7241adbc376e337a0343b1592403ca1ec137db5adef22c73bd0807147dcf0da8
118,"Kahel na Langit (Official Music Video)","Maki",opm,db,test,0,"opm/097 - Maki - Kahel na Langit (Official Music Video).wav",mono8k/song_0118.wav,237.633125,2023c18e3e9b4e46858f1151fbd6eefa68ee1fd87c0a15b7424e50cd8c33b0f5
119,"Sweet Tooth’ Official Music Video","BINI",opm,db,dev,0,"opm/098 - BINI - Sweet Tooth’ Official Music Video.wav",mono8k/song_0119.wav,187.234125,ce9c4e642397b51fa792668dec4dad436d70a18ab3bc60e7f22a7a201a080d21
120,"Kalimutan Ka (Lyrics)","Skusta Clee",opm,db,dev,0,"opm/100 - Skusta Clee - Kalimutan Ka (Lyrics).wav",mono8k/song_0120.wav,321.074,05d9cfacea204d5d4c0ee75a1b6387f4f888e428a48c38572e433faa818201cf
