queryID,songID,repertoire,role,split,lengthSec,startSample,rep,noiseType,noiseFile,noiseStartSample,targetSnrDb,seed
4411,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,5,3254625543
4412,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,0,1210830117
4413,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,-5,1365969731
4414,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,-10,3971306252
4415,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,-15,241481508
4416,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,-20,2085783429
4417,20,american,db,test,5,578381,3,traffic,STRAFFIC_ch01_8k.wav,865657,-25,3920449584
4418,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,10,2621489157
4419,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,5,2346800513
4420,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,0,1072643082
4421,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,-5,1474356999
4422,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,-10,3659520079
4423,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,-15,2401823587
4424,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,-20,2210800888
4425,20,american,db,test,5,578381,3,crowd,SPSQUARE_ch01_8k.wav,234811,-25,427691613
4426,20,american,db,test,10,121126,1,none,,0,Inf,342373633
4427,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,10,2933953516
4428,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,5,4005343514
4429,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,0,2472463434
4430,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,-5,541661185
4431,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,-10,2498474935
4432,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,-15,3291436217
4433,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,-20,1745545733
4434,20,american,db,test,10,121126,1,cafe,PCAFETER_ch01_8k.wav,2235782,-25,3778874352
4435,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,10,2786072069
4436,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,5,3862244694
4437,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,0,2677934920
4438,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,-5,563877546
4439,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,-10,1330115771
4440,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,-15,866702703
4441,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,-20,3903380084
4442,20,american,db,test,10,121126,1,traffic,STRAFFIC_ch01_8k.wav,874621,-25,3265893420
4443,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,10,2905108873
4444,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,5,1292640500
4445,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,0,790466277
4446,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,-5,3248932683
4447,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,-10,2036492870
4448,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,-15,969758742
4449,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,-20,2648371229
4450,20,american,db,test,10,121126,1,crowd,SPSQUARE_ch01_8k.wav,1399475,-25,173232576
4451,20,american,db,test,10,564730,2,none,,0,Inf,898066343
4452,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,10,559862431
4453,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,5,874175627
4454,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,0,3303092415
4455,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,-5,1827532890
4456,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,-10,2428442969
4457,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,-15,90233643
4458,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,-20,147881345
4459,20,american,db,test,10,564730,2,cafe,PCAFETER_ch01_8k.wav,1087068,-25,1914806156
4460,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,10,3507507561
4461,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,5,3802072032
4462,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,0,372401872
4463,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,-5,2312251916
4464,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,-10,3922291635
4465,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,-15,1666330292
4466,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,-20,3562958115
4467,20,american,db,test,10,564730,2,traffic,STRAFFIC_ch01_8k.wav,343269,-25,574218463
4468,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,10,4017488741
4469,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,5,3227338573
4470,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,0,4043000430
4471,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,-5,2906048889
4472,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,-10,1560808003
4473,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,-15,4029457452
4474,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,-20,1183550292
4475,20,american,db,test,10,564730,2,crowd,SPSQUARE_ch01_8k.wav,2284431,-25,1426670119
4476,20,american,db,test,10,1100585,3,none,,0,Inf,3427375462
4477,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,10,3172031145
4478,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,5,273995533
4479,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,0,1663110727
4480,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,-5,1214468390
4481,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,-10,1307776414
4482,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,-15,4221724700
4483,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,-20,2760707969
4484,20,american,db,test,10,1100585,3,cafe,PCAFETER_ch01_8k.wav,1775560,-25,3082395626
4485,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,10,4194540812
4486,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,5,1620069319
4487,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,0,3443877299
4488,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,-5,1866296276
4489,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,-10,3734618682
4490,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,-15,775918232
4491,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,-20,4070281136
4492,20,american,db,test,10,1100585,3,traffic,STRAFFIC_ch01_8k.wav,2156247,-25,939617333
4493,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,10,1401106409
4494,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,5,3247820914
4495,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,0,1691165455
4496,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,-5,2612247972
4497,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,-10,1909428647
4498,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,-15,3188454600
4499,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,-20,980675262
4500,20,american,db,test,10,1100585,3,crowd,SPSQUARE_ch01_8k.wav,475149,-25,251075144
4501,21,american,db,test,3,596195,1,none,,0,Inf,1717913982
4502,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,10,246496092
4503,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,5,2505285554
4504,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,0,3798226100
4505,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,-5,651730849
4506,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,-10,2567565866
4507,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,-15,2855033145
4508,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,-20,1801028738
4509,21,american,db,test,3,596195,1,cafe,PCAFETER_ch01_8k.wav,1126974,-25,3011191208
4510,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,10,1764078546
4511,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,5,2167400648
4512,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,0,31581086
4513,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,-5,2970915267
4514,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,-10,2840445177
4515,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,-15,164930513
4516,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,-20,1581622168
4517,21,american,db,test,3,596195,1,traffic,STRAFFIC_ch01_8k.wav,399222,-25,4204909736
4518,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,10,1807049776
4519,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,5,2155839099
4520,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,0,3908120270
4521,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,-5,3080616299
4522,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,-10,2499972176
4523,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,-15,3426545014
4524,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,-20,3712424845
4525,21,american,db,test,3,596195,1,crowd,SPSQUARE_ch01_8k.wav,843011,-25,1962319326
4526,21,american,db,test,3,877218,2,none,,0,Inf,357440348
4527,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,10,3706383359
4528,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,5,2063989229
4529,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,0,295295780
4530,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,-5,2361017632
4531,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,-10,1791706935
4532,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,-15,3769904987
4533,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,-20,876150151
4534,21,american,db,test,3,877218,2,cafe,PCAFETER_ch01_8k.wav,917270,-25,3549638468
4535,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,10,2395254689
4536,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,5,234549467
4537,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,0,4174043785
4538,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,-5,2201665708
4539,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,-10,1249306576
4540,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,-15,2016087034
4541,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,-20,3684471124
4542,21,american,db,test,3,877218,2,traffic,STRAFFIC_ch01_8k.wav,2296926,-25,1309548948
4543,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,10,827538822
4544,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,5,554356785
4545,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,0,1279296375
4546,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,-5,3350281022
4547,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,-10,2025619814
4548,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,-15,977026048
4549,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,-20,713759139
4550,21,american,db,test,3,877218,2,crowd,SPSQUARE_ch01_8k.wav,1656491,-25,1429062220
4551,21,american,db,test,3,1622878,3,none,,0,Inf,769503170
4552,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,10,3827417549
4553,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,5,1977211272
4554,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,0,3048015210
4555,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,-5,4225009077
4556,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,-10,215501489
4557,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,-15,415299972
4558,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,-20,3094338142
4559,21,american,db,test,3,1622878,3,cafe,PCAFETER_ch01_8k.wav,815043,-25,1210429172
4560,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,10,791568473
4561,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,5,169057987
4562,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,0,93830914
4563,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,-5,3326390336
4564,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,-10,577387174
4565,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,-15,2008844749
4566,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,-20,2602307005
4567,21,american,db,test,3,1622878,3,traffic,STRAFFIC_ch01_8k.wav,2347816,-25,1839756974
4568,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,10,116422186
4569,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,5,3365113329
4570,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,0,45153956
4571,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,-5,3272292178
4572,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,-10,3836713585
4573,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,-15,1859033305
4574,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,-20,2300137407
4575,21,american,db,test,3,1622878,3,crowd,SPSQUARE_ch01_8k.wav,1152924,-25,2048628072
4576,21,american,db,test,5,718712,1,none,,0,Inf,2641704478
4577,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,10,3981037664
4578,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,5,4132009788
4579,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,0,2185962433
4580,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,-5,1944867729
4581,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,-10,1196982972
4582,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,-15,4118323335
4583,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,-20,613382767
4584,21,american,db,test,5,718712,1,cafe,PCAFETER_ch01_8k.wav,2094352,-25,2490349066
4585,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,10,1213544158
4586,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,5,1198331482
4587,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,0,1739326838
4588,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,-5,4289782993
4589,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,-10,236078491
4590,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,-15,2484818188
4591,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,-20,354644719
4592,21,american,db,test,5,718712,1,traffic,STRAFFIC_ch01_8k.wav,2109713,-25,663661912
4593,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,10,1887908459
4594,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,5,2192409570
4595,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,0,1111504930
4596,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,-5,1359173028
4597,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,-10,373520508
4598,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,-15,1302319055
4599,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,-20,4151336885
4600,21,american,db,test,5,718712,1,crowd,SPSQUARE_ch01_8k.wav,792538,-25,4057487307
4601,21,american,db,test,5,629931,2,none,,0,Inf,3481859421
4602,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,10,4073216212
4603,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,5,392241043
4604,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,0,693412532
4605,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,-5,4126373949
4606,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,-10,2308717337
4607,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,-15,60974081
4608,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,-20,1106521009
4609,21,american,db,test,5,629931,2,cafe,PCAFETER_ch01_8k.wav,1347235,-25,1932493366
4610,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,10,2976021111
4611,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,5,3148899846
4612,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,0,4275302842
4613,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,-5,1234851199
4614,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,-10,2311637735
4615,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,-15,2290607196
4616,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,-20,1742233123
4617,21,american,db,test,5,629931,2,traffic,STRAFFIC_ch01_8k.wav,2146676,-25,726544802
4618,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,10,4198143971
4619,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,5,3664969409
4620,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,0,2140324059
4621,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,-5,2590919361
4622,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,-10,976078793
4623,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,-15,2335547683
4624,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,-20,2984873993
4625,21,american,db,test,5,629931,2,crowd,SPSQUARE_ch01_8k.wav,14595,-25,2212625538
4626,21,american,db,test,5,1700924,3,none,,0,Inf,732130913
4627,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,10,1651482844
4628,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,5,1490177345
4629,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,0,1854597351
4630,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,-5,3357718784
4631,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,-10,2079507338
4632,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,-15,3410266095
4633,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,-20,2476000985
4634,21,american,db,test,5,1700924,3,cafe,PCAFETER_ch01_8k.wav,1442787,-25,1469177035
4635,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,10,3478832213
4636,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,5,1023446342
4637,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,0,963717560
4638,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,-5,2166823559
4639,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,-10,1120338981
4640,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,-15,39028518
4641,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,-20,2784416677
4642,21,american,db,test,5,1700924,3,traffic,STRAFFIC_ch01_8k.wav,875511,-25,2195131248
4643,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,10,1913484443
4644,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,5,4153098145
4645,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,0,2453281814
4646,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,-5,3708410388
4647,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,-10,598934204
4648,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,-15,2444723143
4649,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,-20,3727944109
4650,21,american,db,test,5,1700924,3,crowd,SPSQUARE_ch01_8k.wav,1822305,-25,2504420157
4651,21,american,db,test,10,1234058,1,none,,0,Inf,1694276082
4652,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,10,3723995126
4653,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,5,1047951844
4654,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,0,4152091890
4655,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,-5,4115171888
4656,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,-10,1063569808
4657,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,-15,1494871766
4658,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,-20,3846382618
4659,21,american,db,test,10,1234058,1,cafe,PCAFETER_ch01_8k.wav,863154,-25,4151610825
4660,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,10,1904556444
4661,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,5,1378671813
4662,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,0,2259556581
4663,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,-5,2953946248
4664,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,-10,1174564100
4665,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,-15,3163128198
4666,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,-20,221866660
4667,21,american,db,test,10,1234058,1,traffic,STRAFFIC_ch01_8k.wav,214486,-25,211718235
4668,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,10,1659093060
4669,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,5,1518155800
4670,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,0,1355634337
4671,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,-5,2108913822
4672,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,-10,1377540247
4673,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,-15,825741472
4674,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,-20,1329161592
4675,21,american,db,test,10,1234058,1,crowd,SPSQUARE_ch01_8k.wav,1062344,-25,4187181967
4676,21,american,db,test,10,740244,2,none,,0,Inf,1037669581
4677,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,10,2926084383
4678,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,5,3075130842
4679,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,0,2608438507
4680,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,-5,380441072
4681,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,-10,2907144287
4682,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,-15,275284688
4683,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,-20,2560413183
4684,21,american,db,test,10,740244,2,cafe,PCAFETER_ch01_8k.wav,1031749,-25,3176476968
4685,21,american,db,test,10,740244,2,traffic,STRAFFIC_ch01_8k.wav,1337604,10,906108781
4686,21,american,db,test,10,740244,2,traffic,STRAFFIC_ch01_8k.wav,1337604,5,3614738997
4687,21,american,db,test,10,740244,2,traffic,STRAFFIC_ch01_8k.wav,1337604,0,130368603
